day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
1,2017,10,09,2017-10-09,73.9,71.5,1014.3,6.5,3.5,7.0,15.9,77.0,71.1,0.27,999.9,0,546
2,2017,10,10,2017-10-10,73.8,63.7,1016.5,9.7,3.3,8.0,999.9,81.0,66.0,0.21,999.9,0,768
3,2017,10,11,2017-10-11,69.7,58.7,1019.6,9.8,4.2,7.0,999.9,81.0,64.9,0.0,999.9,0,628
4,2017,10,12,2017-10-12,60.7,52.3,1025.3,9.5,7.2,13.0,22.0,77.0,55.9,0.12,999.9,0,603
5,2017,10,13,2017-10-13,58.3,48.5,1029.4,10.0,5.7,8.0,15.9,66.9,52.0,0.01,999.9,0,658
6,2017,10,14,2017-10-14,65.5,60.6,1024.0,7.7,3.1,5.1,999.9,72.0,52.0,0.08,999.9,0,567
7,2017,10,15,2017-10-15,68.7,62.4,1015.3,9.3,3.1,9.9,20.0,73.9,61.0,0.0,999.9,0,496
1,2017,10,16,2017-10-16,61.0,48.7,1014.3,9.4,5.3,11.1,17.1,73.9,53.1,0.01,999.9,0,641
2,2017,10,17,2017-10-17,49.8,32.2,1025.0,10.0,3.6,8.0,14.0,69.1,42.1,0.0,999.9,0,736
3,2017,10,18,2017-10-18,58.5,40.8,1025.6,9.4,3.2,7.0,999.9,72.0,42.1,0.0,999.9,0,737
4,2017,10,19,2017-10-19,63.2,44.6,1022.9,9.9,4.1,8.0,999.9,72.0,50.0,0.0,999.9,0,766
5,2017,10,20,2017-10-20,64.8,39.1,1019.7,9.8,4.0,8.0,15.0,73.0,55.9,0.0,999.9,0,823
6,2017,10,21,2017-10-21,65.5,37.6,1025.3,10.0,1.7,4.1,999.9,78.1,55.9,0.0,999.9,0,583
7,2017,10,22,2017-10-22,66.0,46.9,1028.4,9.6,1.6,5.1,999.9,78.1,55.9,0.0,999.9,0,528
1,2017,10,23,2017-10-23,66.7,59.7,1024.5,9.6,2.9,7.0,17.1,75.9,57.0,0.0,999.9,0,669
2,2017,10,24,2017-10-24,69.7,65.5,1011.2,6.9,6.5,12.0,26.0,73.9,61.0,0.05,999.9,0,685
3,2017,10,25,2017-10-25,63.2,53.4,1006.1,9.1,1.6,6.0,999.9,68.0,57.9,0.15,999.9,0,648
4,2017,10,26,2017-10-26,56.2,40.0,1005.3,10.0,4.9,8.0,14.0,66.9,53.1,0.0,999.9,0,658
5,2017,10,27,2017-10-27,53.8,36.4,1016.7,10.0,3.6,6.0,15.9,62.1,46.9,0.0,999.9,0,759
6,2017,10,28,2017-10-28,60.7,47.4,1016.6,10.0,3.8,8.0,14.0,69.1,46.9,0.0,999.9,0,615
7,2017,10,29,2017-10-29,63.1,61.2,1007.8,5.9,5.0,8.9,22.9,69.1,55.0,0.09,999.9,1,613
1,2017,10,30,2017-10-30,55.6,46.7,995.7,7.5,7.6,15.9,31.1,66.9,46.0,3.16,999.9,0,832
2,2017,10,31,2017-10-31,52.0,33.2,1015.3,10.0,5.3,8.0,18.1,61.0,46.0,0.03,999.9,0,696
3,2017,11,01,2017-11-01,50.0,33.6,1025.6,10.0,2.4,7.0,999.9,57.0,43.0,0.0,999.9,0,607
4,2017,11,02,2017-11-02,63.4,56.2,1023.8,9.4,2.5,6.0,999.9,72.0,43.0,0.0,999.9,0,746
5,2017,11,03,2017-11-03,66.8,57.5,1018.3,9.9,3.9,8.0,19.0,73.9,57.9,0.0,999.9,0,776
6,2017,11,04,2017-11-04,51.5,35.5,1025.4,10.0,5.1,8.9,17.1,57.9,46.0,0.0,999.9,0,613
7,2017,11,05,2017-11-05,55.0,49.9,1024.1,8.1,4.6,8.0,999.9,60.1,46.0,0.01,999.9,0,519
1,2017,11,06,2017-11-06,62.1,58.1,1013.9,8.2,3.5,7.0,15.0,68.0,51.1,0.01,999.9,0,682
2,2017,11,07,2017-11-07,46.0,35.4,1021.0,9.3,5.4,9.9,15.9,66.0,39.9,0.01,999.9,0,710
3,2017,11,08,2017-11-08,42.8,36.2,1023.5,9.4,5.4,9.9,18.1,48.9,39.0,0.7,999.9,0,662
4,2017,11,09,2017-11-09,46.6,37.2,1022.0,9.8,2.7,5.1,999.9,55.0,39.0,0.0,999.9,0,702
5,2017,11,10,2017-11-10,41.3,25.0,1020.6,10.0,7.6,14.0,27.0,55.0,28.9,0.01,999.9,0,724
6,2017,11,11,2017-11-11,29.2,9.1,1033.4,10.0,4.9,8.0,15.9,51.1,24.1,0.0,999.9,0,623
7,2017,11,12,2017-11-12,37.8,19.3,1031.7,10.0,1.6,6.0,999.9,46.0,24.1,0.0,999.9,0,539
1,2017,11,13,2017-11-13,43.8,33.2,1027.2,8.9,2.9,6.0,999.9,46.9,32.0,0.0,999.9,0,699
2,2017,11,14,2017-11-14,41.3,32.1,1026.2,10.0,3.7,7.0,999.9,48.0,35.1,0.07,999.9,0,647
3,2017,11,15,2017-11-15,42.7,32.0,1024.5,10.0,4.4,8.0,999.9,48.9,35.1,0.0,999.9,0,713
4,2017,11,16,2017-11-16,51.4,41.6,1012.7,9.3,5.7,9.9,21.0,57.0,37.0,0.17,999.9,0,811
5,2017,11,17,2017-11-17,43.6,25.0,1015.7,10.0,7.4,9.9,27.0,57.0,39.0,0.03,999.9,0,814
6,2017,11,18,2017-11-18,42.6,26.4,1012.5,9.6,2.6,7.0,999.9,51.1,34.0,0.0,999.9,0,629
7,2017,11,19,2017-11-19,52.1,40.7,997.1,9.5,7.8,17.1,34.0,59.0,34.0,0.31,999.9,0,573
1,2017,11,20,2017-11-20,41.5,24.8,1013.8,9.8,6.7,11.1,22.0,59.0,36.0,0.02,999.9,0,748
2,2017,11,21,2017-11-21,48.0,28.3,1018.9,10.0,4.0,7.0,20.0,57.9,36.0,0.0,999.9,0,790
3,2017,11,22,2017-11-22,51.0,40.5,1014.7,8.6,5.2,14.0,25.1,57.9,41.0,0.07,999.9,0,774
4,2017,11,23,2017-11-23,36.6,19.2,1018.1,10.0,5.1,13.0,21.0,55.9,30.9,0.14,999.9,0,469
5,2017,11,24,2017-11-24,41.2,21.7,1016.4,10.0,2.9,7.0,15.0,50.0,30.9,0.0,999.9,0,502
6,2017,11,25,2017-11-25,48.7,30.4,1009.5,10.0,4.2,8.0,22.0,57.0,35.1,0.0,999.9,0,456
7,2017,11,26,2017-11-26,47.1,29.0,1011.3,10.0,5.3,15.0,24.1,57.0,42.1,0.0,999.9,0,485
1,2017,11,27,2017-11-27,43.5,24.3,1016.5,10.0,5.9,13.0,18.1,51.1,39.0,0.0,999.9,0,635
2,2017,11,28,2017-11-28,43.3,28.3,1027.5,10.0,3.9,8.0,14.0,53.1,36.0,0.0,999.9,0,649
3,2017,11,29,2017-11-29,53.6,36.6,1020.5,9.9,5.1,11.1,21.0,63.0,36.0,0.0,999.9,0,701
4,2017,11,30,2017-11-30,43.7,28.8,1024.5,10.0,3.9,7.0,999.9,63.0,37.9,0.0,999.9,0,663
5,2017,12,01,2017-12-01,48.8,37.1,1020.5,10.0,4.2,8.0,15.9,53.1,37.9,0.03,999.9,0,772
6,2017,12,02,2017-12-02,43.5,29.0,1025.2,10.0,3.5,7.0,999.9,52.0,39.0,0.0,999.9,0,575
7,2017,12,03,2017-12-03,45.4,36.2,1023.0,10.0,1.9,5.1,999.9,48.2,43.0,0.0,999.9,0,448
1,2017,12,04,2017-12-04,45.1,38.7,1028.1,7.3,2.5,7.0,999.9,51.1,39.9,0.0,999.9,0,684
2,2017,12,05,2017-12-05,54.2,46.2,1023.6,9.6,5.5,9.9,19.0,61.0,39.9,0.0,999.9,0,704
3,2017,12,06,2017-12-06,49.3,34.5,1013.5,8.5,7.4,14.0,22.9,61.0,39.9,0.75,999.9,0,651
4,2017,12,07,2017-12-07,40.8,19.1,1015.5,10.0,5.8,12.0,22.9,59.0,37.0,0.0,999.9,0,693
5,2017,12,08,2017-12-08,37.1,18.6,1017.3,10.0,3.7,7.0,14.0,44.1,34.0,0.0,999.9,0,682
6,2017,12,09,2017-12-09,33.6,21.9,1012.9,6.1,4.3,8.9,999.9,36.0,30.2,0.0,999.9,1,538
7,2017,12,10,2017-12-10,33.0,24.5,1011.1,5.4,5.0,9.9,19.0,39.0,28.9,0.46,999.9,0,513
1,2017,12,11,2017-12-11,36.6,21.9,1015.9,10.0,5.2,8.9,19.0,41.0,28.9,0.0,3.9,0,725
2,2017,12,12,2017-12-12,43.7,31.9,1005.7,10.0,5.4,9.9,20.0,50.0,33.1,0.0,2.0,0,687
3,2017,12,13,2017-12-13,26.9,8.1,1000.0,9.9,9.5,15.0,26.0,50.0,19.9,0.0,999.9,0,709
4,2017,12,14,2017-12-14,27.2,15.5,1006.7,7.4,5.1,12.0,20.0,32.0,19.9,0.07,999.9,0,883
5,2017,12,15,2017-12-15,23.6,10.6,1018.1,8.2,3.9,8.0,14.0,32.0,19.9,0.02,1.2,1,999
6,2017,12,16,2017-12-16,28.9,19.0,1015.1,8.5,6.0,8.9,22.0,39.0,19.9,0.11,1.2,0,661
7,2017,12,17,2017-12-17,34.7,22.3,1023.9,10.0,2.8,6.0,999.9,39.0,23.0,0.0,2.0,0,547
1,2017,12,18,2017-12-18,38.7,30.3,1019.5,9.1,3.4,8.9,17.1,46.0,32.0,0.02,1.2,0,706
2,2017,12,19,2017-12-19,49.5,35.7,1011.5,9.7,6.0,13.0,24.1,55.0,34.0,0.0,999.9,0,657
3,2017,12,20,2017-12-20,46.0,24.3,1010.4,10.0,7.3,11.1,22.9,55.0,37.9,0.0,999.9,0,700
4,2017,12,21,2017-12-21,35.6,16.6,1020.4,10.0,3.7,7.0,999.9,51.1,32.0,0.0,999.9,0,742
5,2017,12,22,2017-12-22,40.0,24.1,1023.8,10.0,3.1,7.0,999.9,50.0,32.0,0.0,999.9,0,720
6,2017,12,23,2017-12-23,41.3,39.2,1015.6,4.6,4.7,8.0,999.9,50.0,35.1,0.05,999.9,0,565
7,2017,12,24,2017-12-24,40.0,30.1,1018.9,9.5,5.6,9.9,17.1,48.0,36.0,0.44,999.9,0,469
1,2017,12,25,2017-12-25,35.7,25.5,1011.7,8.0,9.5,18.1,29.9,41.0,30.9,0.24,999.9,0,333
2,2017,12,26,2017-12-26,26.4,3.1,1026.6,10.0,8.2,13.0,22.0,37.9,24.1,0.23,999.9,0,543
3,2017,12,27,2017-12-27,21.8,1.4,1031.4,10.0,5.4,8.0,15.9,28.0,19.0,0.0,999.9,0,577
4,2017,12,28,2017-12-28,16.2,-3.4,1032.9,10.0,6.8,9.9,20.0,24.1,12.9,0.0,999.9,0,609
5,2017,12,29,2017-12-29,15.4,-0.8,1026.8,10.0,6.2,11.1,19.0,21.9,10.9,0.0,999.9,0,598
6,2017,12,30,2017-12-30,19.7,7.5,1021.1,7.5,4.6,8.9,20.0,23.0,18.0,0.0,999.9,0,565
7,2017,12,31,2017-12-31,20.9,12.3,1016.7,8.1,6.2,8.0,18.1,21.9,19.9,0.05,999.9,0,462
1,2018,01,01,2018-01-01,11.7,-4.6,1027.4,10.0,7.3,11.1,19.0,21.0,7.0,0.0,999.9,0,453
2,2018,01,02,2018-01-02,17.9,2.8,1028.1,10.0,7.0,13.0,20.0,26.1,7.0,0.0,999.9,0,654
3,2018,01,03,2018-01-03,21.6,2.1,1025.4,10.0,3.5,8.0,24.1,30.0,12.9,0.0,999.9,0,645
4,2018,01,04,2018-01-04,25.7,14.6,1006.7,5.4,9.1,18.1,34.0,30.0,16.0,0.07,999.9,1,464
5,2018,01,05,2018-01-05,14.9,-2.5,1006.2,10.0,11.2,17.1,29.9,28.9,9.0,0.69,1.2,0,700
6,2018,01,06,2018-01-06,10.2,-9.4,1021.0,10.0,9.7,14.0,26.0,19.0,8.1,0.0,7.1,0,599
7,2018,01,07,2018-01-07,9.7,-6.6,1032.6,10.0,6.3,12.0,19.0,18.0,5.0,0.0,5.9,0,475
1,2018,01,08,2018-01-08,22.5,7.7,1024.3,9.6,5.1,9.9,24.1,30.0,5.0,0.0,5.9,0,720
2,2018,01,09,2018-01-09,35.6,22.3,1019.6,9.5,6.4,9.9,18.1,44.1,17.1,0.01,5.1,0,684
3,2018,01,10,2018-01-10,35.1,21.0,1030.3,10.0,3.7,7.0,999.9,44.1,30.0,0.0,5.1,0,687
4,2018,01,11,2018-01-11,44.7,36.7,1028.2,8.8,2.4,6.0,999.9,53.1,30.0,0.0,3.9,0,696
5,2018,01,12,2018-01-12,54.5,52.8,1015.6,5.9,5.7,8.9,19.0,61.0,41.0,0.0,3.1,1,704
6,2018,01,13,2018-01-13,43.6,36.8,1010.6,7.5,7.8,13.0,26.0,61.0,24.1,0.59,999.9,0,603
7,2018,01,14,2018-01-14,19.2,0.6,1033.3,10.0,6.8,11.1,19.0,24.1,15.1,0.05,999.9,0,494
1,2018,01,15,2018-01-15,21.4,7.9,1037.0,9.7,7.4,9.9,18.1,30.0,15.1,0.0,999.9,0,523
2,2018,01,16,2018-01-16,29.1,22.2,1032.0,10.0,3.9,7.0,999.9,36.0,16.0,0.0,999.9,0,617
3,2018,01,17,2018-01-17,33.6,29.9,1025.3,6.4,4.5,9.9,15.9,36.0,25.0,0.0,999.9,0,611
4,2018,01,18,2018-01-18,24.7,9.2,1017.7,10.0,7.0,9.9,17.1,36.0,18.0,0.03,999.9,0,634
5,2018,01,19,2018-01-19,30.4,13.7,1017.0,10.0,4.8,8.9,999.9,37.9,18.0,0.0,999.9,0,599
6,2018,01,20,2018-01-20,43.3,21.8,1012.5,10.0,7.7,12.0,22.9,52.0,24.1,0.0,999.9,0,530
7,2018,01,21,2018-01-21,46.0,28.3,1019.4,10.0,3.4,7.0,999.9,52.0,37.9,0.0,999.9,0,418
1,2018,01,22,2018-01-22,45.1,37.0,1021.1,7.0,3.2,8.0,14.0,50.0,41.0,0.01,999.9,0,559
2,2018,01,23,2018-01-23,46.7,43.4,1008.5,4.4,4.4,11.1,19.0,60.1,37.9,0.02,999.9,1,531
3,2018,01,24,2018-01-24,41.3,24.4,1011.1,10.0,8.4,17.1,28.0,60.1,33.1,0.28,999.9,0,615
4,2018,01,25,2018-01-25,28.2,6.7,1025.7,10.0,7.1,11.1,21.0,44.1,23.0,0.0,999.9,0,602
5,2018,01,26,2018-01-26,30.7,4.8,1037.1,10.0,3.2,8.0,14.0,37.9,23.0,0.0,999.9,0,677
6,2018,01,27,2018-01-27,42.6,28.2,1031.8,10.0,5.1,9.9,18.1,55.9,26.1,0.0,999.9,0,510
7,2018,01,28,2018-01-28,51.2,42.8,1023.9,9.0,3.8,8.0,18.1,55.9,48.0,0.14,999.9,0,412
1,2018,01,29,2018-01-29,43.3,28.8,1022.1,10.0,7.0,18.1,24.1,55.0,39.9,0.07,999.9,0,531
2,2018,01,30,2018-01-30,33.1,25.6,1015.5,6.1,6.4,11.1,25.1,46.9,28.9,0.09,999.9,0,579
3,2018,01,31,2018-01-31,24.9,6.8,1022.1,10.0,6.0,13.0,24.1,36.0,18.0,0.02,999.9,0,596
4,2018,02,01,2018-02-01,37.5,21.2,1015.2,9.9,4.3,12.0,22.9,45.0,18.0,0.0,999.9,0,594
5,2018,02,02,2018-02-02,31.9,18.1,1014.7,9.2,6.7,13.0,24.1,45.0,21.0,0.23,999.9,0,617
6,2018,02,03,2018-02-03,21.8,2.6,1028.5,10.0,7.1,12.0,20.0,41.0,16.0,0.18,999.9,0,478
7,2018,02,04,2018-02-04,35.2,20.6,1023.9,8.9,3.9,8.0,24.1,45.0,16.0,0.0,999.9,0,541
1,2018,02,05,2018-02-05,36.6,26.0,1013.9,8.1,6.8,13.0,26.0,46.0,28.9,0.96,999.9,0,706
2,2018,02,06,2018-02-06,31.0,13.5,1026.8,10.0,3.4,8.9,999.9,39.9,26.1,0.0,999.9,0,545
3,2018,02,07,2018-02-07,32.9,25.0,1030.5,6.4,5.5,11.1,22.0,45.0,26.1,0.0,999.9,1,653
4,2018,02,08,2018-02-08,31.0,18.2,1023.5,10.0,6.0,11.1,24.1,45.0,25.0,0.85,999.9,0,616
5,2018,02,09,2018-02-09,29.9,14.7,1032.5,10.0,4.5,8.9,18.1,35.1,25.0,0.0,999.9,0,583
6,2018,02,10,2018-02-10,43.0,37.6,1026.2,7.3,2.5,7.0,15.9,50.0,26.1,0.0,999.9,1,549
7,2018,02,11,2018-02-11,48.3,47.3,1014.0,3.5,2.7,8.0,999.9,62.1,39.0,0.88,999.9,0,479
1,2018,02,12,2018-02-12,48.4,36.6,1023.7,8.8,5.5,12.0,19.0,62.1,39.9,0.91,999.9,0,543
2,2018,02,13,2018-02-13,32.1,12.5,1040.6,10.0,5.0,8.9,15.9,39.0,26.1,0.0,999.9,0,613
3,2018,02,14,2018-02-14,41.1,29.8,1028.1,10.0,3.8,8.9,15.9,53.1,26.1,0.01,999.9,0,671
4,2018,02,15,2018-02-15,51.0,44.3,1013.3,7.1,4.1,8.9,999.9,60.1,35.1,0.11,999.9,0,645
5,2018,02,16,2018-02-16,55.3,49.2,1004.6,8.4,5.0,8.9,24.1,62.1,43.0,0.17,999.9,0,582
6,2018,02,17,2018-02-17,34.5,18.7,1024.9,9.3,5.2,11.1,22.0,42.1,28.0,0.04,999.9,1,604
7,2018,02,18,2018-02-18,37.2,27.4,1023.6,7.1,4.7,9.9,18.1,44.1,28.0,0.53,999.9,1,472
1,2018,02,19,2018-02-19,42.5,31.4,1031.8,9.8,3.8,7.0,14.0,48.9,33.1,0.01,3.1,0,435
2,2018,02,20,2018-02-20,54.4,50.1,1026.2,5.7,4.5,9.9,18.1,66.9,36.0,0.04,999.9,0,535
3,2018,02,21,2018-02-21,65.9,56.8,1024.9,9.5,4.9,11.1,19.0,78.1,46.9,0.0,999.9,0,601
4,2018,02,22,2018-02-22,48.7,39.0,1032.6,8.4,6.8,9.9,20.0,78.1,37.0,0.06,999.9,0,550
5,2018,02,23,2018-02-23,37.6,34.1,1036.4,7.4,5.9,11.1,14.0,39.9,35.6,0.17,999.9,0,548
6,2018,02,24,2018-02-24,46.1,40.5,1021.7,8.5,4.5,12.0,19.0,55.0,39.9,0.06,999.9,0,540
7,2018,02,25,2018-02-25,42.4,39.8,1017.8,6.5,5.6,12.0,18.1,55.0,39.9,0.58,999.9,0,448
1,2018,02,26,2018-02-26,45.7,34.8,1018.9,8.4,3.5,7.0,999.9,52.0,39.9,0.23,999.9,0,557
2,2018,02,27,2018-02-27,46.5,21.0,1026.3,10.0,3.6,7.0,999.9,55.9,39.0,0.0,999.9,0,631
3,2018,02,28,2018-02-28,49.7,28.3,1018.8,10.0,4.7,8.9,22.9,61.0,39.0,0.0,999.9,0,654
4,2018,03,01,2018-03-01,55.6,37.8,1009.9,10.0,4.2,8.0,999.9,61.0,42.1,0.0,999.9,0,619
5,2018,03,02,2018-03-02,39.8,36.6,997.0,3.6,8.0,18.1,29.9,54.0,33.8,1.3,999.9,0,884
6,2018,03,03,2018-03-03,40.3,28.0,1012.0,10.0,9.2,15.9,27.0,48.9,34.0,0.94,999.9,0,609
7,2018,03,04,2018-03-04,40.8,25.4,1019.1,10.0,8.8,14.0,27.0,48.9,36.0,0.0,999.9,0,457
1,2018,03,05,2018-03-05,37.0,21.5,1017.5,10.0,6.1,9.9,20.0,44.1,33.1,0.0,999.9,0,616
2,2018,03,06,2018-03-06,38.6,24.1,1016.9,10.0,4.2,11.1,15.9,46.9,32.0,0.0,999.9,0,676
3,2018,03,07,2018-03-07,35.6,31.7,1008.8,5.2,8.7,17.1,28.9,46.9,32.0,0.11,999.9,1,517
4,2018,03,08,2018-03-08,35.7,28.0,1005.2,9.3,5.8,11.1,18.1,39.0,33.1,1.3,999.9,0,633
5,2018,03,09,2018-03-09,35.3,21.7,1006.3,10.0,6.3,12.0,22.0,42.1,30.0,0.0,3.1,0,751
6,2018,03,10,2018-03-10,35.7,19.9,1012.3,10.0,7.7,12.0,22.0,42.1,30.0,0.0,2.0,0,567
7,2018,03,11,2018-03-11,37.7,18.8,1017.2,10.0,4.7,8.0,17.1,45.0,30.9,0.0,999.9,0,465
1,2018,03,12,2018-03-12,37.8,24.4,1015.3,10.0,6.6,12.0,19.0,45.0,32.0,0.0,999.9,0,679
2,2018,03,13,2018-03-13,35.8,29.6,1004.3,6.2,7.5,13.0,22.0,43.0,32.0,0.29,999.9,1,578
3,2018,03,14,2018-03-14,34.8,19.7,1002.7,10.0,9.1,15.9,27.0,41.0,30.9,0.07,999.9,0,652
4,2018,03,15,2018-03-15,36.8,20.5,1001.1,9.1,9.3,14.0,27.0,48.0,30.9,0.01,999.9,0,689
5,2018,03,16,2018-03-16,35.9,20.3,1005.6,10.0,8.4,14.0,26.0,48.0,32.0,0.0,999.9,0,753
6,2018,03,17,2018-03-17,35.6,11.7,1010.1,10.0,7.9,12.0,21.0,48.0,27.0,0.0,999.9,0,562
7,2018,03,18,2018-03-18,36.2,5.8,1012.0,10.0,5.6,13.0,22.9,48.0,27.0,0.0,999.9,0,526
1,2018,03,19,2018-03-19,39.4,10.8,1012.9,10.0,4.3,11.1,15.0,46.9,28.0,0.0,999.9,0,686
2,2018,03,20,2018-03-20,35.0,8.8,1013.2,10.0,7.1,11.1,20.0,46.9,30.0,0.0,999.9,0,597
3,2018,03,21,2018-03-21,34.6,24.9,1006.2,4.7,9.6,18.1,28.0,39.0,30.0,0.01,999.9,1,477
4,2018,03,22,2018-03-22,37.7,26.9,1008.5,5.0,6.8,13.0,20.0,50.0,30.9,1.04,999.9,0,760
5,2018,03,23,2018-03-23,41.6,20.8,1015.2,10.0,4.8,8.9,18.1,50.0,32.0,0.06,7.9,0,732
6,2018,03,24,2018-03-24,42.0,18.7,1018.2,10.0,5.2,8.0,999.9,51.1,35.1,0.0,1.2,0,550
7,2018,03,25,2018-03-25,39.5,21.7,1025.8,10.0,6.9,14.0,24.1,51.1,33.1,0.0,999.9,0,491
1,2018,03,26,2018-03-26,40.6,20.3,1037.5,10.0,5.5,8.9,22.9,50.0,33.1,0.0,999.9,0,710
2,2018,03,27,2018-03-27,39.8,21.8,1034.0,10.0,3.2,7.0,999.9,50.0,34.0,0.0,999.9,0,627
3,2018,03,28,2018-03-28,43.9,33.7,1019.0,8.4,3.6,7.0,15.0,52.0,34.0,0.04,999.9,0,629
4,2018,03,29,2018-03-29,50.8,44.8,1016.2,6.2,2.4,8.0,999.9,53.1,37.9,0.03,999.9,0,613
5,2018,03,30,2018-03-30,52.5,46.3,1007.4,6.0,3.3,9.9,18.1,62.1,48.0,0.03,999.9,0,580
6,2018,03,31,2018-03-31,46.6,21.5,1021.1,10.0,5.4,12.0,22.0,62.1,39.0,0.03,999.9,0,589
7,2018,04,01,2018-04-01,51.1,27.8,1016.3,10.0,5.7,11.1,19.0,60.1,39.0,0.0,999.9,0,399
1,2018,04,02,2018-04-02,39.4,25.8,1019.2,7.4,5.7,11.1,17.1,60.1,33.1,0.46,999.9,1,562
2,2018,04,03,2018-04-03,40.6,34.1,1021.0,7.2,3.5,9.9,999.9,43.0,33.1,0.13,5.1,0,551
3,2018,04,04,2018-04-04,46.7,39.0,1004.2,3.9,6.0,15.9,35.0,55.9,39.0,0.26,999.9,1,554
4,2018,04,05,2018-04-05,40.2,13.9,1015.1,10.0,9.3,15.0,28.9,55.9,34.0,0.04,999.9,0,531
5,2018,04,06,2018-04-06,44.8,25.0,1015.3,9.4,4.7,12.0,22.0,62.1,34.0,0.0,999.9,0,515
6,2018,04,07,2018-04-07,45.7,23.7,1009.4,10.0,5.5,9.9,20.0,62.1,37.0,0.11,999.9,0,487
7,2018,04,08,2018-04-08,38.6,13.9,1012.2,10.0,7.4,14.0,22.9,48.9,32.0,0.0,999.9,0,468
1,2018,04,09,2018-04-09,38.0,15.2,1020.4,10.0,5.4,9.9,19.0,48.9,32.0,0.0,999.9,0,625
2,2018,04,10,2018-04-10,42.9,28.2,1020.7,8.6,4.5,8.9,17.1,51.1,32.0,0.01,999.9,0,668
3,2018,04,11,2018-04-11,44.2,20.3,1021.3,10.0,3.4,6.0,15.0,51.1,37.9,0.0,999.9,0,612
4,2018,04,12,2018-04-12,51.5,33.2,1016.8,10.0,3.8,8.0,20.0,63.0,37.0,0.0,999.9,0,610
5,2018,04,13,2018-04-13,67.3,41.9,1010.7,10.0,5.7,9.9,20.0,82.0,46.0,0.0,999.9,0,755
6,2018,04,14,2018-04-14,67.9,48.3,1012.9,9.8,5.0,9.9,17.1,82.0,53.1,0.0,999.9,0,624
7,2018,04,15,2018-04-15,42.8,33.6,1024.3,9.2,10.6,15.9,27.0,52.0,37.9,0.0,999.9,0,510
1,2018,04,16,2018-04-16,45.5,42.0,1004.9,4.7,11.5,18.1,38.1,59.0,37.4,1.68,999.9,1,741
2,2018,04,17,2018-04-17,44.6,30.7,1003.6,10.0,7.7,14.0,24.1,60.1,39.0,1.61,999.9,0,600
3,2018,04,18,2018-04-18,43.9,26.0,1008.1,10.0,6.2,14.0,24.1,55.0,37.0,0.0,999.9,0,662
4,2018,04,19,2018-04-19,45.0,33.7,1007.2,9.3,5.7,9.9,25.1,55.0,37.0,0.07,999.9,0,706
5,2018,04,20,2018-04-20,42.0,22.8,1019.9,10.0,7.9,13.0,25.1,50.0,37.0,0.08,999.9,0,707
6,2018,04,21,2018-04-21,48.3,22.2,1027.7,10.0,5.3,8.0,15.9,63.0,37.0,0.0,999.9,0,584
7,2018,04,22,2018-04-22,54.5,17.7,1028.1,10.0,4.2,8.9,17.1,66.9,39.0,0.0,999.9,0,568
1,2018,04,23,2018-04-23,54.7,27.8,1030.4,10.0,3.5,8.9,15.0,68.0,44.1,0.0,999.9,0,675
2,2018,04,24,2018-04-24,55.6,38.4,1028.2,9.9,3.6,8.9,18.1,68.0,46.0,0.0,999.9,0,671
3,2018,04,25,2018-04-25,56.3,53.3,1014.9,5.6,4.3,8.9,17.1,66.0,46.0,0.54,999.9,0,626
4,2018,04,26,2018-04-26,59.7,47.6,1006.3,6.9,3.6,8.9,19.0,70.0,52.0,0.56,999.9,1,729
5,2018,04,27,2018-04-27,55.7,44.6,1010.5,8.1,2.6,6.0,999.9,70.0,51.1,0.1,999.9,0,690
6,2018,04,28,2018-04-28,56.4,48.6,1008.9,7.7,2.4,8.0,20.0,68.0,50.0,0.05,999.9,0,604
7,2018,04,29,2018-04-29,52.7,41.6,1012.5,9.3,4.0,8.0,22.0,57.0,48.2,0.18,999.9,0,505
1,2018,04,30,2018-04-30,48.0,31.6,1016.2,10.0,5.9,8.9,21.0,59.0,44.1,0.08,999.9,0,656
2,2018,05,01,2018-05-01,61.1,31.0,1017.1,10.0,3.3,8.0,17.1,80.1,44.1,0.0,999.9,0,713
3,2018,05,02,2018-05-02,77.0,34.6,1017.1,10.0,4.7,8.9,27.0,89.1,64.9,0.0,999.9,0,792
4,2018,05,03,2018-05-03,80.9,48.8,1014.7,9.8,5.8,12.0,21.0,91.9,64.9,0.0,999.9,0,790
5,2018,05,04,2018-05-04,76.3,63.2,1012.7,9.7,1.9,6.0,999.9,91.9,70.0,0.02,999.9,0,723
6,2018,05,05,2018-05-05,70.6,42.8,1015.5,10.0,4.8,8.9,20.0,84.0,61.0,0.0,999.9,0,602
7,2018,05,06,2018-05-06,63.8,47.2,1015.5,10.0,3.9,9.9,19.0,75.9,59.0,0.0,999.9,0,495
1,2018,05,07,2018-05-07,62.5,49.3,1016.4,10.0,1.5,5.1,999.9,75.0,54.0,0.0,999.9,0,695
2,2018,05,08,2018-05-08,61.7,48.3,1023.5,10.0,1.8,5.1,999.9,77.0,53.1,0.0,999.9,0,736
3,2018,05,09,2018-05-09,63.0,46.8,1021.2,9.0,1.8,8.0,999.9,77.0,53.1,0.0,999.9,0,711
4,2018,05,10,2018-05-10,59.4,51.9,1014.9,9.5,2.2,8.0,999.9,77.0,54.0,0.0,999.9,0,663
